edge_id,source_id,target_id,relation_type,weight,listen_count,rating
E1674,U0629,S1342,LIKES,0.79,15,5
E1675,U0029,S0278,LIKES,0.6,6,4
E1676,U1047,S1890,LIKES,0.68,44,3
E1677,U1169,S0238,LIKES,0.71,25,4
E1678,U0902,S1441,LIKES,0.65,39,3
E1679,U0133,S1337,LIKES,0.27,21,1
E1680,U0517,S1424,LIKES,0.32,6,2
E1681,U1267,S0554,LIKES,0.2,10,1
E1682,U0486,S0043,LIKES,0.74,6,5
E1683,U0856,S0061,LIKES,0.59,28,3
E1684,U1017,S0046,LIKES,0.99,49,5
E1685,U0277,S1754,LIKES,0.67,19,4
E1686,U0814,S0599,LIKES,0.29,2,2
E1687,U0818,S1600,LIKES,0.56,24,3
E1688,U0062,S0046,LIKES,0.64,36,3
E1689,U0873,S0789,LIKES,0.42,23,2
E1690,U0209,S1725,LIKES,0.41,22,2
E1691,U1181,S0818,LIKES,0.91,35,5
E1692,U0569,S1859,LIKES,0.49,12,3
E1693,U0580,S0215,LIKES,0.44,4,3
E1694,U1400,S0784,LIKES,0.44,26,2
E1695,U0592,S0653,LIKES,0.47,31,2
E1696,U0228,S1487,LIKES,0.8,16,5
E1697,U0425,S0472,LIKES,0.82,44,4
E1698,U0460,S0449,LIKES,0.29,25,1
E1699,U1194,S1628,LIKES,0.85,48,4
E1700,U0727,S0188,LIKES,0.34,33,1
E1701,U0137,S1060,LIKES,0.16,4,1
E1702,U0457,S0960,LIKES,0.92,36,5
E1703,U0126,S0396,LIKES,0.44,26,2
E1704,U1445,S0166,LIKES,0.37,39,1
E1705,U0809,S1289,LIKES,0.24,16,1
E1706,U0733,S0339,LIKES,0.61,9,4
E1707,U1352,S0999,LIKES,0.78,13,5
E1708,U1426,S1190,LIKES,0.6,30,3
E1709,U1390,S1369,LIKES,0.47,32,2
E1710,U0669,S0711,LIKES,0.8,40,4
E1711,U0763,S1881,LIKES,0.41,22,2
E1712,U1432,S0181,LIKES,0.59,29,3
E1713,U1286,S1992,LIKES,0.53,19,3
E1714,U0917,S0576,LIKES,0.58,3,4
E1715,U0041,S0031,LIKES,0.94,40,5
E1716,U1340,S1823,LIKES,0.69,21,4
E1717,U1417,S1970,LIKES,0.33,31,1
E1718,U0908,S0626,LIKES,0.84,46,4
E1719,U0112,S0315,LIKES,0.8,17,5
E1720,U0624,S1960,LIKES,0.3,27,1
E1721,U0483,S1077,LIKES,0.81,42,4
E1722,U0064,S1921,LIKES,0.92,37,5
E1723,U0024,S1348,LIKES,0.47,9,3
E1724,U0415,S1705,LIKES,0.73,28,4
E1725,U0821,S1165,LIKES,0.57,49,2
E1726,U0441,S0275,LIKES,0.65,39,3
E1727,U1181,S1420,LIKES,0.47,8,3
E1728,U0070,S0132,LIKES,0.54,43,2
E1729,U1289,S1555,LIKES,0.68,44,3
E1730,U0983,S1248,LIKES,0.4,43,1
E1731,U0282,S0115,LIKES,0.5,36,2
E1732,U0125,S0330,LIKES,0.25,19,1
E1733,U0559,S0730,LIKES,0.69,22,4
E1734,U1317,S1661,LIKES,0.93,39,5
E1735,U0151,S0704,LIKES,0.63,12,4
E1736,U0377,S0570,LIKES,0.44,27,2
E1737,U0316,S1653,LIKES,0.54,43,2
E1738,U1222,S0856,LIKES,0.43,1,3
E1739,U1458,S1178,LIKES,0.36,36,1
E1740,U0101,S1454,LIKES,0.43,49,1
E1741,U0006,S0401,LIKES,0.58,50,2
E1742,U1390,S0108,LIKES,0.6,30,3
E1743,U0807,S1023,LIKES,0.68,20,4
E1744,U0842,S1660,LIKES,0.48,10,3
E1745,U0521,S1776,LIKES,0.66,40,3
E1746,U0620,S1972,LIKES,0.34,33,1
E1747,U0120,S1704,LIKES,0.45,29,2
E1748,U0668,S0818,LIKES,0.86,27,5
E1749,U0703,S1274,LIKES,0.31,28,1
E1750,U0343,S1337,LIKES,0.64,37,3
E1751,U0545,S0775,LIKES,0.9,33,5
E1752,U1165,S1663,LIKES,0.37,15,2
E1753,U0607,S1441,LIKES,0.32,7,2
E1754,U0469,S0853,LIKES,0.77,11,5
E1755,U1390,S0652,LIKES,0.69,21,4
E1756,U1064,S0900,LIKES,0.45,28,2
E1757,U1320,S1571,LIKES,0.57,25,3
E1758,U1096,S0137,LIKES,0.77,35,4
E1759,U0235,S1755,LIKES,0.58,50,2
E1760,U0004,S1402,LIKES,0.41,21,2
E1761,U0015,S1739,LIKES,0.39,18,2
E1762,U0717,S1360,LIKES,0.56,46,2
E1763,U0697,S0768,LIKES,0.35,12,2
E1764,U0796,S0881,LIKES,0.75,8,5
E1765,U0504,S1489,LIKES,0.54,20,3
E1766,U0983,S0135,LIKES,0.42,24,2
E1767,U0922,S0451,LIKES,0.33,9,2
E1768,U1191,S0456,LIKES,0.44,26,2
E1769,U1225,S0142,LIKES,0.39,19,2
E1770,U0407,S0426,LIKES,0.18,6,1
E1771,U0700,S0252,LIKES,0.93,39,5
E1772,U0108,S1158,LIKES,0.56,24,3
E1773,U1017,S0490,LIKES,0.73,28,4
E1774,U0375,S1753,LIKES,0.34,34,1
E1775,U1057,S0231,LIKES,0.66,17,4
E1776,U0081,S0969,LIKES,0.99,49,5
E1777,U0773,S0328,LIKES,0.54,43,2
E1778,U1384,S1039,LIKES,0.7,24,4
E1779,U0610,S0456,LIKES,0.51,39,2
E1780,U0716,S0746,LIKES,0.69,22,4
E1781,U0259,S0868,LIKES,0.53,41,2
E1782,U0234,S0571,LIKES,0.57,49,2
E1783,U1414,S1620,LIKES,0.18,6,1
E1784,U0829,S1153,LIKES,0.33,31,1
E1785,U0517,S0547,LIKES,0.77,11,5
E1786,U0963,S1975,LIKES,0.76,34,4
E1787,U0891,S1585,LIKES,0.72,27,4
E1788,U0258,S0323,LIKES,0.67,42,3
E1789,U0468,S0556,LIKES,0.64,36,3
E1790,U1008,S1191,LIKES,0.41,21,2
E1791,U1386,S0858,LIKES,0.44,4,3
E1792,U0253,S0395,LIKES,0.36,37,1
E1793,U1372,S0412,LIKES,0.58,26,3
E1794,U0662,S1642,LIKES,0.7,24,4
E1795,U0922,S1311,LIKES,0.84,46,4
E1796,U0436,S1489,LIKES,0.61,32,3
E1797,U1289,S1976,LIKES,0.36,13,2
E1798,U0300,S1681,LIKES,0.9,33,5
E1799,U0821,S1533,LIKES,0.32,7,2
E1800,U0786,S0816,LIKES,0.44,50,1
E1801,U0779,S1858,LIKES,0.82,44,4
E1802,U1107,S1053,LIKES,1.0,50,5
E1803,U0691,S0953,LIKES,0.82,44,4
E1804,U0575,S0735,LIKES,0.71,48,3
E1805,U0228,S1620,LIKES,0.77,11,5
E1806,U1469,S0630,LIKES,0.24,16,1
E1807,U0015,S1180,LIKES,0.98,47,5
E1808,U0583,S1645,LIKES,0.33,8,2
E1809,U0020,S1524,LIKES,0.33,32,1
E1810,U1312,S1090,LIKES,0.68,43,3
E1811,U0750,S1257,LIKES,0.5,14,3
E1812,U0646,S0267,LIKES,0.58,4,4
E1813,U0332,S1568,LIKES,0.21,12,1
E1814,U0622,S0285,LIKES,0.73,5,5
E1815,U0373,S1513,LIKES,0.64,13,4
E1816,U1217,S1811,LIKES,0.41,45,1
E1817,U0349,S0712,LIKES,0.86,50,4
E1818,U0249,S0739,LIKES,0.72,50,3
E1819,U1202,S0566,LIKES,0.85,48,4
E1820,U1061,S0544,LIKES,0.39,42,1
E1821,U1237,S0406,LIKES,0.96,43,5
E1822,U0863,S0682,LIKES,0.36,14,2
E1823,U1067,S0866,LIKES,0.5,36,2
E1824,U1152,S1940,LIKES,0.21,11,1
E1825,U0091,S0839,LIKES,0.64,14,4
E1826,U0575,S0434,LIKES,0.75,32,4
E1827,U0017,S0068,LIKES,0.44,3,3
E1828,U0914,S1473,LIKES,0.8,16,5
E1829,U0470,S0359,LIKES,0.66,17,4
E1830,U0264,S0152,LIKES,0.6,30,3
E1831,U1326,S1717,LIKES,0.99,48,5
E1832,U0484,S1344,LIKES,0.53,19,3
E1833,U0383,S0931,LIKES,0.74,30,4
E1834,U1262,S1973,LIKES,0.99,49,5
E1835,U0516,S0420,LIKES,0.37,38,1
E1836,U1226,S0875,LIKES,0.51,38,2
E1837,U0914,S1716,LIKES,0.73,29,4
E1838,U0600,S0805,LIKES,0.37,15,2
E1839,U0709,S0384,LIKES,0.5,36,2
E1840,U0475,S1377,LIKES,0.41,21,2
E1841,U0833,S0227,LIKES,0.5,13,3
E1842,U0194,S1194,LIKES,0.83,45,4
E1843,U0060,S0727,LIKES,0.64,14,4
E1844,U0205,S0989,LIKES,0.21,12,1
E1845,U0457,S0924,LIKES,0.92,36,5
E1846,U0161,S0810,LIKES,0.55,45,2
E1847,U1482,S1192,LIKES,0.69,45,3
E1848,U0497,S1601,LIKES,0.86,50,4
E1849,U0112,S1434,LIKES,0.59,29,3
E1850,U0674,S1902,LIKES,0.64,14,4
E1851,U1469,S0259,LIKES,0.43,48,1
E1852,U0055,S0336,LIKES,0.41,21,2
E1853,U1197,S0637,LIKES,0.9,34,5
E1854,U0287,S1926,LIKES,0.51,38,2
E1855,U0846,S1666,LIKES,0.24,17,1
E1856,U0358,S0942,LIKES,0.66,40,3
E1857,U0765,S0192,LIKES,0.79,38,4
E1858,U0932,S1698,LIKES,0.2,10,1
E1859,U0890,S1974,LIKES,0.69,21,4
E1860,U0743,S0111,LIKES,0.68,44,3
E1861,U0806,S0295,LIKES,0.25,18,1
E1862,U0990,S1236,LIKES,0.18,7,1
E1863,U1186,S1504,LIKES,0.2,10,1
E1864,U1264,S1798,LIKES,0.74,6,5
E1865,U0038,S1282,LIKES,0.3,4,2
E1866,U0435,S0493,LIKES,0.85,48,4
E1867,U0027,S1897,LIKES,0.71,1,5
E1868,U0977,S1053,LIKES,0.93,38,5
E1869,U0629,S1273,LIKES,0.17,5,1
E1870,U0229,S0520,LIKES,0.16,3,1
E1871,U0694,S0770,LIKES,0.66,16,4
E1872,U1285,S1056,LIKES,0.65,38,3
E1873,U1266,S0048,LIKES,0.46,6,3
E1874,U1085,S0043,LIKES,0.41,22,2
E1875,U0936,S1044,LIKES,0.39,18,2
E1876,U0468,S1616,LIKES,0.7,47,3
E1877,U1204,S0608,LIKES,0.7,24,4
E1878,U1329,S0568,LIKES,0.44,3,3
E1879,U0293,S0526,LIKES,0.48,34,2
E1880,U1413,S1619,LIKES,0.48,33,2
E1881,U0773,S0686,LIKES,0.71,49,3
E1882,U1263,S0162,LIKES,0.92,37,5
E1883,U0902,S0287,LIKES,0.5,37,2
E1884,U1193,S0904,LIKES,0.8,40,4
E1885,U0562,S1005,LIKES,0.85,25,5
E1886,U1152,S1196,LIKES,0.62,34,3
E1887,U1049,S0024,LIKES,0.9,34,5
E1888,U0779,S0602,LIKES,1.0,50,5
E1889,U0739,S0833,LIKES,0.72,27,4
E1890,U0854,S0432,LIKES,0.32,6,2
E1891,U0998,S0730,LIKES,0.75,8,5
E1892,U0479,S1169,LIKES,0.15,2,1
E1893,U0825,S1587,LIKES,0.83,45,4
E1894,U0639,S0355,LIKES,0.68,43,3
E1895,U0597,S0078,LIKES,0.5,36,2
E1896,U0751,S1524,LIKES,0.73,29,4
E1897,U0731,S0728,LIKES,0.6,30,3
E1898,U0285,S0155,LIKES,0.74,6,5
E1899,U0527,S0835,LIKES,0.31,29,1
E1900,U1348,S0429,LIKES,0.26,20,1
E1901,U0354,S0403,LIKES,0.28,24,1
E1902,U0783,S0122,LIKES,0.85,48,4
E1903,U0345,S1757,LIKES,0.38,16,2
E1904,U0045,S1154,LIKES,0.87,28,5
E1905,U0786,S1341,LIKES,0.45,5,3
E1906,U1438,S1724,LIKES,0.75,31,4
E1907,U1288,S1478,LIKES,0.28,23,1
E1908,U1338,S0328,LIKES,0.71,2,5
E1909,U0011,S0419,LIKES,0.46,7,3
E1910,U1304,S1557,LIKES,0.32,30,1
E1911,U1461,S0106,LIKES,0.67,41,3
E1912,U1232,S1700,LIKES,0.78,36,4
E1913,U1282,S0575,LIKES,0.22,13,1
E1914,U1449,S1182,LIKES,0.86,27,5
E1915,U0848,S1319,LIKES,0.29,1,2
E1916,U0385,S0987,LIKES,0.38,16,2
E1917,U1222,S0740,LIKES,0.86,27,5
E1918,U0003,S0443,LIKES,0.66,17,4
E1919,U0396,S0383,LIKES,0.96,44,5
E1920,U1068,S0592,LIKES,0.94,40,5
E1921,U0107,S1550,LIKES,0.57,49,2
E1922,U0978,S0606,LIKES,0.47,8,3
E1923,U1029,S0636,LIKES,0.27,21,1
E1924,U0681,S1352,LIKES,0.68,20,4
E1925,U0628,S0042,LIKES,0.48,10,3
E1926,U0377,S1248,LIKES,0.31,29,1
E1927,U0300,S1595,LIKES,0.42,46,1
E1928,U0137,S1166,LIKES,0.55,45,2
E1929,U0867,S0344,LIKES,0.66,17,4
E1930,U0358,S1919,LIKES,0.56,46,2
E1931,U1152,S0405,LIKES,0.63,11,4
E1932,U0368,S1584,LIKES,0.81,41,4
E1933,U1026,S0761,LIKES,0.3,27,1
E1934,U0293,S0463,LIKES,0.77,11,5
E1935,U0820,S1770,LIKES,0.45,5,3
E1936,U1300,S1440,LIKES,0.6,7,4
E1937,U0238,S1249,LIKES,0.51,38,2
E1938,U0087,S1481,LIKES,0.45,28,2
E1939,U0887,S0548,LIKES,0.25,19,1
E1940,U0325,S1303,LIKES,0.44,27,2
E1941,U0002,S0462,LIKES,0.64,14,4
E1942,U0883,S0962,LIKES,0.52,40,2
E1943,U0397,S0959,LIKES,0.9,34,5
E1944,U1369,S1592,LIKES,0.46,6,3
E1945,U0909,S1772,LIKES,0.56,47,2
E1946,U0285,S1239,LIKES,0.43,48,1
E1947,U0872,S0404,LIKES,0.39,41,1
E1948,U1147,S1668,LIKES,0.97,45,5
E1949,U0955,S1526,LIKES,0.28,23,1
E1950,U1226,S1777,LIKES,0.36,13,2
E1951,U1229,S0207,LIKES,0.19,9,1
E1952,U1196,S1868,LIKES,0.68,43,3
E1953,U1390,S1376,LIKES,0.32,30,1
E1954,U0720,S0992,LIKES,0.57,25,3
E1955,U1319,S1570,LIKES,0.54,44,2
E1956,U1423,S1082,LIKES,0.87,28,5
E1957,U0577,S0355,LIKES,0.64,13,4
E1958,U0575,S1701,LIKES,0.28,23,1
E1959,U0541,S0353,LIKES,0.72,3,5
E1960,U1056,S1557,LIKES,0.56,24,3
E1961,U0995,S1349,LIKES,0.47,9,3
E1962,U1467,S1878,LIKES,0.57,48,2
E1963,U0891,S0977,LIKES,0.2,10,1
E1964,U0503,S1848,LIKES,0.52,40,2
E1965,U0375,S0636,LIKES,0.92,36,5
E1966,U0949,S0272,LIKES,0.72,50,3
E1967,U0721,S0421,LIKES,0.79,38,4
E1968,U0796,S0992,LIKES,0.65,39,3
E1969,U1384,S0137,LIKES,0.87,28,5
E1970,U0681,S1379,LIKES,0.99,48,5
E1971,U0155,S0903,LIKES,0.46,6,3
E1972,U0757,S0008,LIKES,0.83,45,4
E1973,U0410,S1058,LIKES,0.65,15,4
E1974,U0688,S0956,LIKES,0.42,24,2
E1975,U0636,S1189,LIKES,0.82,43,4
E1976,U0257,S1184,LIKES,0.4,43,1
E1977,U0552,S0937,LIKES,0.56,46,2
E1978,U1462,S0997,LIKES,0.64,13,4
E1979,U0912,S0348,LIKES,0.62,33,3
E1980,U0196,S1131,LIKES,0.71,1,5
E1981,U0473,S1430,LIKES,0.86,50,4
E1982,U1399,S1356,LIKES,0.72,26,4
E1983,U1064,S0577,LIKES,0.65,15,4
E1984,U0165,S0035,LIKES,0.42,23,2
E1985,U0183,S0231,LIKES,0.91,35,5
E1986,U1181,S1921,LIKES,0.27,22,1
E1987,U0137,S0117,LIKES,0.79,38,4
E1988,U1399,S0143,LIKES,0.72,50,3
E1989,U1205,S1165,LIKES,0.42,47,1
E1990,U0754,S0805,LIKES,0.73,28,4
E1991,U0870,S0126,LIKES,0.45,29,2
E1992,U1086,S0762,LIKES,0.84,24,5
E1993,U1187,S0430,LIKES,0.82,20,5
E1994,U1262,S0333,LIKES,0.85,49,4
E1995,U1263,S1760,LIKES,0.7,47,3
E1996,U0067,S0019,LIKES,0.38,16,2
E1997,U0952,S0674,LIKES,0.3,26,1
E1998,U0686,S1024,LIKES,0.66,17,4
E1999,U0333,S1964,LIKES,0.19,9,1
E2000,U1012,S0250,LIKES,0.35,12,2
E2001,U0246,S1232,LIKES,0.31,28,1
E2002,U1351,S1017,LIKES,0.33,31,1
E2003,U0809,S1764,LIKES,0.77,35,4
E2004,U0259,S0981,LIKES,0.99,48,5
E2005,U0464,S0896,LIKES,1.0,50,5
E2006,U1087,S0973,LIKES,0.62,10,4
E2007,U1368,S0610,LIKES,0.61,31,3
E2008,U1096,S0188,LIKES,0.71,25,4
E2009,U1029,S0758,LIKES,0.48,10,3
E2010,U1330,S1304,LIKES,0.7,46,3
E2011,U0915,S0924,LIKES,0.24,16,1
E2012,U0611,S1180,LIKES,0.82,20,5
E2013,U0864,S0807,LIKES,0.54,20,3
E2014,U0675,S1996,LIKES,0.96,43,5
E2015,U0876,S0544,LIKES,0.81,41,4
E2016,U0680,S1068,LIKES,0.67,18,4
E2017,U1204,S0098,LIKES,0.3,27,1
E2018,U0817,S0272,LIKES,0.39,41,1
E2019,U0768,S0516,LIKES,0.85,48,4
E2020,U0122,S1148,LIKES,0.96,44,5
E2021,U1287,S1654,LIKES,0.57,48,2
E2022,U0841,S0976,LIKES,0.46,30,2
E2023,U0007,S0192,LIKES,0.18,6,1
E2024,U0103,S0381,LIKES,0.81,41,4
E2025,U1342,S0096,LIKES,0.55,22,3
E2026,U0917,S0025,LIKES,0.29,1,2
E2027,U0348,S0730,LIKES,0.53,41,2
E2028,U0462,S0848,LIKES,0.7,23,4
E2029,U0489,S1391,LIKES,0.8,17,5
E2030,U1180,S1557,LIKES,0.38,17,2
E2031,U1052,S0595,LIKES,0.96,43,5
E2032,U0861,S1810,LIKES,0.8,17,5
E2033,U0956,S1733,LIKES,0.16,3,1
E2034,U0582,S0118,LIKES,0.85,48,4
E2035,U0831,S0871,LIKES,0.67,19,4
E2036,U0864,S1204,LIKES,0.78,14,5
E2037,U0100,S1980,LIKES,0.55,45,2
E2038,U0296,S0394,LIKES,0.89,32,5
E2039,U0528,S0668,LIKES,0.48,10,3
E2040,U0867,S1616,LIKES,0.74,7,5
E2041,U1088,S0466,LIKES,0.63,12,4
E2042,U0620,S0072,LIKES,0.41,45,1
E2043,U1184,S1622,LIKES,0.26,20,1
E2044,U0202,S1866,LIKES,0.59,29,3
E2045,U0997,S0910,LIKES,0.46,6,3
E2046,U0491,S0895,LIKES,0.72,4,5
E2047,U0393,S1230,LIKES,0.43,49,1
E2048,U1402,S1717,LIKES,0.79,38,4
E2049,U0299,S1106,LIKES,0.35,12,2
E2050,U0632,S0339,LIKES,0.29,25,1
E2051,U0055,S1149,LIKES,0.82,44,4
E2052,U0808,S1712,LIKES,0.53,19,3
E2053,U0147,S0971,LIKES,0.74,6,5
E2054,U0974,S0005,LIKES,0.66,16,4
E2055,U0724,S1795,LIKES,0.4,20,2
E2056,U1058,S1902,LIKES,0.89,32,5
E2057,U1204,S0037,LIKES,0.46,7,3
E2058,U1376,S1286,LIKES,0.68,43,3
E2059,U0947,S1039,LIKES,0.94,40,5
E2060,U0147,S0596,LIKES,0.6,6,4
E2061,U1241,S1993,LIKES,0.76,33,4
E2062,U0329,S1103,LIKES,0.25,18,1
E2063,U1022,S1719,LIKES,0.47,9,3
E2064,U1106,S0453,LIKES,0.8,40,4
E2065,U0330,S0063,LIKES,0.55,22,3
E2066,U0242,S0001,LIKES,0.31,5,2
E2067,U1301,S1173,LIKES,0.62,33,3
E2068,U0558,S0787,LIKES,0.57,2,4
E2069,U1171,S1617,LIKES,0.78,36,4
E2070,U0184,S0074,LIKES,0.66,40,3
E2071,U0204,S1749,LIKES,0.81,42,4
E2072,U0024,S1959,LIKES,0.71,2,5
E2073,U0503,S1444,LIKES,0.79,39,4
E2074,U1198,S0579,LIKES,0.5,37,2
E2075,U0809,S0960,LIKES,0.78,14,5
E2076,U1036,S0237,LIKES,0.58,3,4
E2077,U0405,S1434,LIKES,0.77,11,5
E2078,U1137,S0292,LIKES,0.38,40,1
E2079,U1365,S0633,LIKES,0.5,37,2
E2080,U0775,S0819,LIKES,0.62,10,4
E2081,U0875,S1944,LIKES,0.2,10,1
E2082,U0329,S1315,LIKES,0.82,43,4
E2083,U0628,S1239,LIKES,0.85,48,4
E2084,U0248,S0601,LIKES,0.3,27,1
E2085,U1343,S0720,LIKES,0.5,13,3
E2086,U0564,S0551,LIKES,0.74,30,4
E2087,U0642,S1678,LIKES,0.92,37,5
E2088,U0879,S0567,LIKES,0.17,5,1
E2089,U0088,S1980,LIKES,0.56,23,3
E2090,U0631,S0068,LIKES,0.36,36,1
E2091,U0348,S1117,LIKES,0.53,41,2
E2092,U1152,S0061,LIKES,0.74,7,5
E2093,U0012,S1992,LIKES,0.55,45,2
E2094,U0517,S0349,LIKES,0.81,41,4
E2095,U0574,S1992,LIKES,0.28,24,1
E2096,U1113,S0079,LIKES,0.27,22,1
E2097,U0420,S0116,LIKES,0.98,46,5
E2098,U0105,S1437,LIKES,0.48,33,2
E2099,U1217,S0319,LIKES,0.73,29,4
E2100,U0109,S1525,LIKES,0.39,19,2
E2101,U0706,S1816,LIKES,0.6,6,4
E2102,U1416,S0500,LIKES,0.82,43,4
E2103,U0375,S0632,LIKES,0.56,23,3
E2104,U0549,S1809,LIKES,0.6,6,4
E2105,U1147,S0002,LIKES,0.62,33,3
E2106,U0135,S1717,LIKES,0.71,2,5
E2107,U1188,S1288,LIKES,0.38,40,1
E2108,U1155,S1593,LIKES,0.44,26,2
E2109,U0087,S1702,LIKES,0.29,1,2
E2110,U1383,S0185,LIKES,0.55,21,3
E2111,U1046,S0539,LIKES,0.32,7,2
E2112,U0026,S1020,LIKES,0.44,27,2
E2113,U0813,S1671,LIKES,0.83,22,5
E2114,U0568,S1274,LIKES,0.78,14,5
E2115,U0116,S1696,LIKES,0.86,26,5
E2116,U0740,S0414,LIKES,0.67,42,3
E2117,U0966,S1540,LIKES,0.64,37,3
E2118,U1260,S0270,LIKES,0.82,44,4
E2119,U1439,S1516,LIKES,0.62,10,4
E2120,U1484,S1553,LIKES,0.53,19,3
E2121,U0813,S1365,LIKES,0.98,47,5
E2122,U0648,S1961,LIKES,0.64,37,3
E2123,U0189,S0888,LIKES,0.88,30,5
E2124,U0085,S0593,LIKES,0.65,38,3
E2125,U1253,S1167,LIKES,0.18,7,1
E2126,U0966,S0883,LIKES,0.42,23,2
E2127,U0353,S1234,LIKES,0.69,22,4
E2128,U1125,S0725,LIKES,0.84,47,4
E2129,U0708,S0872,LIKES,0.58,26,3
E2130,U0119,S0168,LIKES,0.7,23,4
E2131,U0480,S0194,LIKES,0.29,25,1
E2132,U1081,S0309,LIKES,0.56,23,3
E2133,U0850,S0481,LIKES,0.72,27,4
E2134,U1044,S1847,LIKES,0.64,13,4
E2135,U0589,S1124,LIKES,0.48,10,3
E2136,U0557,S0427,LIKES,0.65,15,4
E2137,U0497,S1091,LIKES,0.64,37,3
E2138,U0463,S1067,LIKES,0.3,27,1
E2139,U1031,S0830,LIKES,0.5,14,3
E2140,U0845,S1719,LIKES,0.89,31,5
E2141,U0556,S1067,LIKES,0.84,47,4
E2142,U0122,S0179,LIKES,0.62,33,3
E2143,U0042,S1571,LIKES,0.64,13,4
E2144,U0231,S1024,LIKES,0.44,27,2
E2145,U1373,S1094,LIKES,0.83,22,5
E2146,U0809,S1693,LIKES,0.31,5,2
E2147,U0832,S1570,LIKES,0.66,16,4
E2148,U0946,S1200,LIKES,0.35,11,2
E2149,U0954,S1274,LIKES,0.49,12,3
E2150,U0395,S0993,LIKES,0.75,8,5
E2151,U0221,S1495,LIKES,0.57,25,3
E2152,U1006,S1326,LIKES,0.38,17,2
E2153,U0739,S1473,LIKES,0.29,1,2
E2154,U0194,S1468,LIKES,0.39,42,1
E2155,U1049,S1157,LIKES,0.89,32,5
E2156,U0328,S0907,LIKES,0.73,28,4
E2157,U0268,S1596,LIKES,0.84,47,4
E2158,U0677,S1750,LIKES,0.62,10,4
E2159,U0572,S0762,LIKES,0.25,18,1
E2160,U0028,S0816,LIKES,0.6,6,4
E2161,U0207,S0141,LIKES,0.61,32,3
E2162,U1056,S0666,LIKES,0.31,28,1
E2163,U0411,S0765,LIKES,0.71,2,5
E2164,U0337,S0354,LIKES,0.44,4,3
E2165,U1185,S0808,LIKES,0.64,37,3
E2166,U0493,S1324,LIKES,0.57,1,4
E2167,U0634,S1807,LIKES,0.48,10,3
E2168,U0554,S1095,LIKES,0.29,1,2
E2169,U0392,S1949,LIKES,0.58,50,2
E2170,U1096,S0957,LIKES,0.92,37,5
E2171,U1452,S1621,LIKES,0.78,14,5
E2172,U0121,S1280,LIKES,0.43,1,3
E2173,U0872,S1212,LIKES,0.31,5,2
E2174,U0226,S1675,LIKES,0.26,20,1
E2175,U0995,S0410,LIKES,0.71,2,5
E2176,U0011,S1920,LIKES,0.43,48,1
E2177,U1091,S0454,LIKES,0.48,10,3
E2178,U1077,S0487,LIKES,0.8,16,5
E2179,U0870,S1255,LIKES,0.89,32,5
E2180,U0244,S0093,LIKES,0.33,8,2
E2181,U0171,S1059,LIKES,0.87,29,5
E2182,U1331,S1204,LIKES,0.57,2,4
E2183,U1453,S1041,LIKES,0.33,32,1
E2184,U0420,S1564,LIKES,0.53,18,3
E2185,U0955,S0616,LIKES,0.81,42,4
E2186,U0364,S1784,LIKES,0.63,35,3
E2187,U1175,S1493,LIKES,0.9,33,5
E2188,U1011,S0187,LIKES,0.53,42,2
E2189,U0727,S1058,LIKES,0.33,32,1
E2190,U0404,S1735,LIKES,0.58,26,3
E2191,U0476,S1057,LIKES,0.71,48,3
E2192,U0891,S0933,LIKES,0.18,6,1
E2193,U0036,S1824,LIKES,0.69,45,3
E2194,U0507,S1758,LIKES,0.82,44,4
E2195,U0748,S0662,LIKES,0.36,14,2
E2196,U0071,S1570,LIKES,0.27,21,1
E2197,U0946,S1014,LIKES,0.46,6,3
E2198,U0369,S0170,LIKES,0.63,35,3
E2199,U1310,S1778,LIKES,0.5,37,2
E2200,U0636,S0209,LIKES,0.63,12,4
E2201,U1105,S0085,LIKES,0.19,8,1
E2202,U1029,S0309,LIKES,0.49,12,3
E2203,U0982,S1290,LIKES,0.4,43,1
E2204,U0337,S0250,LIKES,0.18,6,1
E2205,U0592,S0835,LIKES,0.54,43,2
E2206,U0144,S1569,LIKES,0.25,19,1
E2207,U0523,S1082,LIKES,0.86,26,5
E2208,U1253,S0205,LIKES,0.5,14,3
E2209,U0650,S0725,LIKES,0.31,5,2
E2210,U0969,S0708,LIKES,0.71,25,4
E2211,U1354,S0604,LIKES,0.61,32,3
E2212,U0608,S1459,LIKES,0.58,3,4
E2213,U0734,S0106,LIKES,0.87,29,5
E2214,U0395,S1059,LIKES,0.29,2,2
E2215,U0530,S0236,LIKES,0.72,27,4
E2216,U1111,S0147,LIKES,0.41,22,2
E2217,U0253,S1479,LIKES,0.5,37,2
E2218,U0456,S1640,LIKES,0.85,48,4
E2219,U0385,S0652,LIKES,0.86,50,4
E2220,U1167,S0561,LIKES,0.7,46,3
E2221,U0162,S1645,LIKES,0.6,6,4
E2222,U0436,S1584,LIKES,0.53,42,2
E2223,U0328,S1395,LIKES,0.57,2,4
E2224,U0143,S0211,LIKES,0.79,15,5
E2225,U1392,S1533,LIKES,0.35,12,2
E2226,U0738,S1324,LIKES,0.57,49,2
E2227,U1375,S1265,LIKES,0.51,15,3
E2228,U0574,S1914,LIKES,0.62,34,3
E2229,U0347,S1275,LIKES,0.2,10,1
E2230,U0693,S1170,LIKES,0.58,3,4
E2231,U0767,S0586,LIKES,0.7,23,4
