node_id,node_type,name,age,favorite_genre,artist,genre,release_year
S1227,song,BURN IT DOWN,,,Linkin Park,"rock, metal",2012
S1228,song,Locked out of Heaven,,,Bruno Mars,pop,2012
S1229,song,Levels - Radio Edit,,,Avicii,"pop, Dance/Electronic",2011
S1230,song,Good Feeling,,,Flo Rida,"hip hop, pop",2012
S1231,song,Diamonds,,,Rihanna,"hip hop, pop, R&B",2012
S1232,song,"Work Hard, Play Hard",,,Wiz Khalifa,"hip hop, pop",2012
S1233,song,Part Of Me,,,Katy Perry,pop,2012
S1234,song,Starships,,,Nicki Minaj,"hip hop, pop",2012
S1235,song,m.A.A.d city,,,Kendrick Lamar,hip hop,2012
S1236,song,One Day / Reckoning Song (Wankelmut Remix) [Radio Edit],,,Asaf Avidan & the Mojos,pop,2012
S1237,song,Spectrum (Say My Name) - Calvin Harris Remix,,,Florence + The Machine,"rock, pop, Dance/Electronic",2011
S1238,song,212,,,Azealia Banks,"hip hop, pop, R&B",2014
S1239,song,Payphone,,,Maroon 5,pop,2012
S1240,song,Impossible,,,James Arthur,pop,2013
S1241,song,Ai Se Eu Te Pego - Live,,,Michel Teló,"country, latin",2012
S1242,song,Million Voices - Radio Edit,,,Otto Knows,"pop, Dance/Electronic",2012
S1243,song,I Love It,,,Icona Pop,"pop, Dance/Electronic",2012
S1244,song,Rack City,,,Tyga,"hip hop, pop",2012
S1245,song,Feel So Close - Radio Edit,,,Calvin Harris,"hip hop, pop, Dance/Electronic",2012
S1246,song,Dance Again,,,Jennifer Lopez,"hip hop, pop, R&B",2012
S1247,song,Oblivion,,,Grimes,"pop, rock, Dance/Electronic",2012
S1248,song,Rumour Has It,,,Adele,"pop, R&B",2011
S1249,song,Paradise,,,Coldplay,"rock, pop",2011
S1250,song,Turn Up the Music,,,Chris Brown,"hip hop, pop, R&B",2012
S1251,song,Lost,,,Frank Ocean,"hip hop, pop, R&B",2012
S1252,song,Let's Go (feat. Ne-Yo),,,Calvin Harris,"hip hop, pop, Dance/Electronic",2012
S1253,song,Hall of Fame (feat. will.i.am),,,The Script,"pop, rock",2012
S1254,song,Don't You Worry Child - Radio Edit,,,Swedish House Mafia,"pop, Dance/Electronic",2012
S1255,song,How to Be a Heartbreaker,,,MARINA,"pop, Dance/Electronic",2012
S1256,song,Boyfriend,,,Justin Bieber,pop,2012
S1257,song,Titanium (feat. Sia),,,David Guetta,"hip hop, pop, Dance/Electronic",2012
S1258,song,Domino,,,Jessie J,"hip hop, pop",2011
S1259,song,I Knew You Were Trouble.,,,Taylor Swift,pop,2012
S1260,song,Hands on the Wheel (feat. Asap Rocky),,,ScHoolboy Q,"hip hop, pop",2012
S1261,song,Try,,,P!nk,pop,2012
S1262,song,Candy,,,Robbie Williams,"pop, rock",2012
S1263,song,"Young, Wild & Free (feat. Bruno Mars)",,,Snoop Dogg,"hip hop, pop",2011
S1264,song,As Long As You Love Me,,,Justin Bieber,pop,2012
S1265,song,R.I.P. (feat. Tinie Tempah),,,Rita Ora,"hip hop, pop, Dance/Electronic",2012
S1266,song,Too Close,,,Alex Clare,rock,2011
S1267,song,Faded,,,Tyga,"hip hop, pop",2012
S1268,song,Years - ラジオ・エディット,,,Alesso,"pop, Dance/Electronic",2012
S1269,song,Battle Scars (feat. Lupe Fiasco),,,Guy Sebastian,pop,2012
S1270,song,The One That Got Away,,,Katy Perry,pop,2012
S1271,song,Silhouettes - Original Radio Edit,,,Avicii,"pop, Dance/Electronic",2012
S1272,song,Somebody That I Used To Know,,,Gotye,set(),2011
S1273,song,Wild Ones (feat. Sia),,,Flo Rida,"hip hop, pop",2012
S1274,song,What Makes You Beautiful,,,One Direction,pop,2012
S1275,song,Born To Die,,,Lana Del Rey,pop,2012
S1276,song,C'Mon,,,Kesha,"pop, Dance/Electronic",2012
S1277,song,Good Time,,,Owl City,"rock, pop",2012
S1278,song,We'll Be Coming Back (feat. Example),,,Calvin Harris,"hip hop, pop, Dance/Electronic",2012
S1279,song,"Read All About It, Pt. III",,,Emeli Sandé,"pop, R&B",2012
S1280,song,Lights - Single Version,,,Ellie Goulding,"pop, rock, Dance/Electronic",2010
S1281,song,Drive By,,,Train,pop,2012
S1282,song,Latch,,,Disclosure,"pop, Dance/Electronic",2013
S1283,song,Princess of China,,,Coldplay,"rock, pop",2011
S1284,song,Live While We're Young,,,One Direction,pop,2012
S1285,song,Ass Back Home (feat. Neon Hitch),,,Gym Class Heroes,"hip hop, pop",2011
S1286,song,Blown Away,,,Carrie Underwood,"pop, country",2012
S1287,song,Breezeblocks,,,alt-J,rock,2012
S1288,song,Don't Wake Me Up,,,Chris Brown,"hip hop, pop, R&B",2012
S1289,song,Stronger (What Doesn't Kill You),,,Kelly Clarkson,"pop, R&B",2011
S1290,song,The Motto,,,Drake,"hip hop, pop, R&B",2011
S1291,song,Wide Awake,,,Katy Perry,pop,2012
S1292,song,How We Do (Party),,,Rita Ora,"hip hop, pop, Dance/Electronic",2012
S1293,song,Feel the Love (feat. John Newman),,,Rudimental,"pop, Dance/Electronic",2013
S1294,song,Ride,,,Lana Del Rey,pop,2012
S1295,song,Let Me Love You (Until You Learn To Love Yourself),,,Ne-Yo,"pop, R&B",2012
S1296,song,Give Your Heart a Break,,,Demi Lovato,pop,2011
S1297,song,Take Care,,,Drake,"hip hop, pop, R&B",2011
S1298,song,Wings,,,Little Mix,pop,2012
S1299,song,It Will Rain,,,Bruno Mars,pop,2011
S1300,song,Want U Back,,,Cher Lloyd,"pop, Dance/Electronic",2011
S1301,song,Royals,,,Lorde,"pop, Dance/Electronic",2013
S1302,song,Blurred Lines,,,Robin Thicke,"pop, R&B",2013
S1303,song,Radioactive,,,Imagine Dragons,rock,2012
S1304,song,Wake Me Up,,,Avicii,"pop, Dance/Electronic",2013
S1305,song,Locked out of Heaven,,,Bruno Mars,pop,2012
S1306,song,Thrift Shop (feat. Wanz),,,Macklemore & Ryan Lewis,"hip hop, pop",2012
S1307,song,Get Lucky (feat. Pharrell Williams & Nile Rodgers) - Radio Edit,,,Daft Punk,"hip hop, Dance/Electronic",2013
S1308,song,Scream & Shout,,,will.i.am,"hip hop, pop",2013
S1309,song,Papaoutai,,,Stromae,pop,2013
S1310,song,Get Up (Rattle) - Vocal Edit,,,Bingo Players,"pop, Dance/Electronic",2013
S1311,song,La La La,,,Naughty Boy,Dance/Electronic,2013
S1312,song,Another Love,,,Tom Odell,pop,2013
S1313,song,We Own It (Fast & Furious),,,2 Chainz,"hip hop, pop",2013
S1314,song,Play Hard (feat. Ne-Yo & Akon),,,David Guetta,"hip hop, pop, Dance/Electronic",2012
S1315,song,Feel This Moment (feat. Christina Aguilera),,,Pitbull,"hip hop, pop, latin",2012
S1316,song,#thatPOWER,,,will.i.am,"hip hop, pop",2013
S1317,song,Love Me,,,Lil Wayne,"hip hop, pop",2013
S1318,song,Can't Hold Us (feat. Ray Dalton),,,Macklemore & Ryan Lewis,"hip hop, pop",2012
S1319,song,Animals - Radio Edit,,,Martin Garrix,"pop, Dance/Electronic",2013
S1320,song,Talk Dirty (feat. 2 Chainz),,,Jason Derulo,"hip hop, pop",2013
S1321,song,Love Me Again,,,John Newman,set(),2013
S1322,song,Work B**ch,,,Britney Spears,pop,2013
S1323,song,Sweater Weather,,,The Neighbourhood,"rock, pop",2013
S1324,song,Reload - Radio Edit,,,Sebastian Ingrosso,"pop, Dance/Electronic",2013
S1325,song,Safe And Sound,,,Capital Cities,pop,2013
S1326,song,Heart Attack,,,Demi Lovato,pop,2013
S1327,song,Why'd You Only Call Me When You're High?,,,Arctic Monkeys,rock,2013
S1328,song,Beauty And A Beat,,,Justin Bieber,pop,2012
S1329,song,The Monster,,,Eminem,hip hop,2013
S1330,song,Don't Stop the Party (feat. TJR),,,Pitbull,"hip hop, pop, latin",2012
S1331,song,Come & Get It,,,Selena Gomez,pop,2013
S1332,song,True Love (feat. Lily Allen),,,P!nk,pop,2012
S1333,song,White Noise,,,Disclosure,"pop, Dance/Electronic",2013
S1334,song,I Cry,,,Flo Rida,"hip hop, pop",2012
S1335,song,Black Skinhead,,,Kanye West,hip hop,2013
S1336,song,Summertime Sadness (Lana Del Rey Vs. Cedric Gervais) - Cedric Gervais Remix,,,Lana Del Rey,pop,2013
S1337,song,Berzerk,,,Eminem,hip hop,2013
S1338,song,I Love It (feat. Charli XCX),,,Icona Pop,"pop, Dance/Electronic",2013
S1339,song,My Songs Know What You Did In The Dark (Light Em Up),,,Fall Out Boy,rock,2013
S1340,song,Team,,,Lorde,"pop, Dance/Electronic",2013
S1341,song,I Could Be The One (Avicii Vs. Nicky Romero) - Radio Edit,,,Avicii,"pop, Dance/Electronic",2012
S1342,song,Demons,,,Imagine Dragons,rock,2012
S1343,song,One Way or Another (Teenage Kicks),,,One Direction,pop,2013
S1344,song,I Knew You Were Trouble.,,,Taylor Swift,pop,2012
S1345,song,Do I Wanna Know?,,,Arctic Monkeys,rock,2013
S1346,song,Waiting All Night (feat. Ella Eyre),,,Rudimental,"pop, Dance/Electronic",2013
S1347,song,Sonnentanz - Sun Don't Shine,,,Klangkarussell,"pop, Dance/Electronic",2014
S1348,song,Drinking from the Bottle (feat. Tinie Tempah),,,Calvin Harris,"hip hop, pop, Dance/Electronic",2012
S1349,song,"F**kin' Problems (feat. Drake, 2 Chainz & Kendrick Lamar)",,,A$AP Rocky,hip hop,2013
S1350,song,Try,,,P!nk,pop,2012
S1351,song,The Fox (What Does the Fox Say?),,,Ylvis,hip hop,2013
S1352,song,Burn,,,Ellie Goulding,"pop, rock, Dance/Electronic",2014
S1353,song,Harlem Shake,,,Baauer,Dance/Electronic,2013
S1354,song,I Need Your Love (feat. Ellie Goulding),,,Calvin Harris,"hip hop, pop, Dance/Electronic",2012
S1355,song,This Is How We Do,,,Katy Perry,pop,2013
S1356,song,Sail,,,AWOLNATION,"pop, rock",2011
S1357,song,Need U (100%) [feat. A*M*E] - Radio Edit,,,Duke Dumont,"pop, Dance/Electronic",2013
S1358,song,The Other Side,,,Jason Derulo,"hip hop, pop",2013
S1359,song,Look Right Through - MK Vocal Edit,,,Storm Queen,Dance/Electronic,2014
S1360,song,Sweet Nothing (feat. Florence Welch),,,Calvin Harris,"hip hop, pop, Dance/Electronic",2012
S1361,song,Unconditionally,,,Katy Perry,pop,2013
S1362,song,Bad (feat. Rihanna) - Remix,,,Wale,"hip hop, pop, R&B",2013
S1363,song,Body Party,,,Ciara,"pop, R&B",2013
S1364,song,Started From the Bottom,,,Drake,"hip hop, pop, R&B",2013
S1365,song,Wings,,,Birdy,pop,2013
S1366,song,Of The Night,,,Bastille,"pop, rock",2013
S1367,song,Dear Darlin',,,Olly Murs,"pop, Dance/Electronic",2012
S1368,song,Roar,,,Katy Perry,pop,2013
S1369,song,Sure Be Cool If You Did,,,Blake Shelton,country,2013
S1370,song,Thinking About You (feat. Ayah Marar),,,Calvin Harris,"hip hop, pop, Dance/Electronic",2012
S1371,song,Holy Grail,,,JAY-Z,hip hop,2013
S1372,song,Ready or Not,,,Bridgit Mendler,pop,2012
S1373,song,What About Us,,,The Saturdays,"pop, Dance/Electronic",2013
S1374,song,Pompeii,,,Bastille,"pop, rock",2013
S1375,song,Best Song Ever,,,One Direction,pop,2013
S1376,song,Hey Porsche,,,Nelly,"hip hop, pop, R&B",2013
S1377,song,Clarity,,,Zedd,"hip hop, pop, Dance/Electronic",2012
S1378,song,Wrecking Ball,,,Miley Cyrus,pop,2013
S1379,song,Fine China,,,Chris Brown,"hip hop, pop, R&B",2013
S1380,song,Lose Yourself to Dance (feat. Pharrell Williams),,,Daft Punk,"hip hop, Dance/Electronic",2013
S1381,song,This Is What It Feels Like,,,Armin van Buuren,"pop, Dance/Electronic",2013
S1382,song,Mirrors,,,Justin Timberlake,pop,2013
S1383,song,Treasure,,,Bruno Mars,pop,2012
S1384,song,Little Talks,,,Of Monsters and Men,"pop, rock, Folk/Acoustic",2012
S1385,song,We Can't Stop,,,Miley Cyrus,pop,2013
S1386,song,Power Trip (feat. Miguel),,,J. Cole,hip hop,2013
S1387,song,Still into You,,,Paramore,"pop, rock",2013
S1388,song,human,,,Christina Perri,pop,2013
S1389,song,"Hold On, We're Going Home",,,Drake,"hip hop, pop, R&B",2013
S1390,song,Bonfire Heart,,,James Blunt,pop,2013
S1391,song,Daylight,,,Maroon 5,pop,2012
S1392,song,3005,,,Childish Gambino,hip hop,2013
S1393,song,Here's to Never Growing Up,,,Avril Lavigne,pop,2013
S1394,song,22,,,Taylor Swift,pop,2012
S1395,song,Let Her Go,,,Passenger,pop,2012
S1396,song,The Way,,,Ariana Grande,pop,2013
S1397,song,Stay,,,Rihanna,"hip hop, pop, R&B",2012
S1398,song,Suit & Tie (feat. Jay-Z),,,Justin Timberlake,pop,2013
S1399,song,When I Was Your Man,,,Bruno Mars,pop,2012
S1400,song,Cruise,,,Florida Georgia Line,country,2012
S1401,song,"Happy - From ""Despicable Me 2""",,,Pharrell Williams,"hip hop, pop",2014
S1402,song,Dark Horse,,,Katy Perry,pop,2013
S1403,song,Collard Greens,,,ScHoolboy Q,"hip hop, pop",2014
S1404,song,Fancy,,,Iggy Azalea,"hip hop, pop",2014
S1405,song,Animals,,,Maroon 5,pop,2014
S1406,song,Stay With Me,,,Sam Smith,pop,2014
S1407,song,Rude,,,MAGIC!,set(),2014
S1408,song,Chandelier,,,Sia,pop,2014
S1409,song,All of Me,,,John Legend,"pop, R&B",2013
S1410,song,Faded,,,ZHU,Dance/Electronic,2014
S1411,song,All About That Bass,,,Meghan Trainor,pop,2015
S1412,song,Lovers on the Sun (feat. Sam Martin),,,David Guetta,"hip hop, pop, Dance/Electronic",2014
S1413,song,Black Widow,,,Iggy Azalea,"hip hop, pop",2014
S1414,song,Habits (Stay High),,,Tove Lo,"pop, Dance/Electronic",2014
S1415,song,Gecko (Overdrive) - Radio Edit,,,Oliver Heldens,"pop, Dance/Electronic",2014
S1416,song,You Know You Like It,,,DJ Snake,"hip hop, pop, Dance/Electronic",2014
S1417,song,Talk Dirty (feat. 2 Chainz),,,Jason Derulo,"hip hop, pop",2013
S1418,song,Maps,,,Maroon 5,pop,2014
S1419,song,Bad (feat. Vassy) - Radio Edit,,,David Guetta,"hip hop, pop, Dance/Electronic",2014
S1420,song,2 On (feat. ScHoolboy Q),,,Tinashe,"hip hop, pop, R&B, Dance/Electronic",2014
S1421,song,My Love (feat. Jess Glynne),,,Route 94,"pop, Dance/Electronic",2014
S1422,song,Bad Blood,,,Taylor Swift,pop,2014
S1423,song,Na Na,,,Trey Songz,"hip hop, pop, R&B",2015
S1424,song,Under Control (feat. Hurts),,,Calvin Harris,"hip hop, pop, Dance/Electronic",2014
S1425,song,CoCo,,,O.T. Genasis,"hip hop, pop",2014
S1426,song,Wiggle (feat. Snoop Dogg),,,Jason Derulo,"hip hop, pop",2013
S1427,song,Prayer in C - Robin Schulz Radio Edit,,,Lilly Wood and The Prick,"pop, rock",2014
S1428,song,Don't Tell 'Em,,,Jeremih,"hip hop, pop, R&B",2015
S1429,song,Anaconda,,,Nicki Minaj,"hip hop, pop",2014
S1430,song,Blame (feat. John Newman),,,Calvin Harris,"hip hop, pop, Dance/Electronic",2014
S1431,song,Turn Down for What,,,DJ Snake,"hip hop, pop, Dance/Electronic",2013
S1432,song,Timber (feat. Ke$ha),,,Pitbull,"hip hop, pop, latin",2012
S1433,song,Counting Stars,,,OneRepublic,pop,2014
S1434,song,Hot N*gga,,,Bobby Shmurda,"hip hop, pop",2014
S1435,song,Summer,,,Calvin Harris,"hip hop, pop, Dance/Electronic",2014
S1436,song,Man Of The Year,,,ScHoolboy Q,"hip hop, pop",2014
S1437,song,Am I Wrong,,,Nico & Vinz,"hip hop, pop",2014
S1438,song,Shower,,,Becky G,"pop, latin",2014
S1439,song,Nobody To Love - Radio Edit,,,Sigma,"pop, Dance/Electronic",2014
S1440,song,#SELFIE - Original Mix,,,The Chainsmokers,"pop, Dance/Electronic",2014
S1441,song,Team,,,Lorde,"pop, Dance/Electronic",2013
S1442,song,Me And My Broken Heart,,,Rixton,pop,2014
S1443,song,Jubel - Radio Edit,,,Klingande,"pop, Dance/Electronic",2013
S1444,song,Waves - Robin Schulz Radio Edit,,,Mr. Probz,"hip hop, Dance/Electronic",2014
S1445,song,Only Love Can Hurt Like This,,,Paloma Faith,"pop, R&B, Dance/Electronic",2014
S1446,song,Hideaway,,,Kiesza,"pop, Dance/Electronic",2014
S1447,song,Burn,,,Ellie Goulding,"pop, rock, Dance/Electronic",2014
S1448,song,Break Free,,,Ariana Grande,pop,2014
S1449,song,Show Me (feat. Chris Brown),,,Kid Ink,"hip hop, pop",2014
S1450,song,Talking Body,,,Tove Lo,"pop, Dance/Electronic",2014
S1451,song,Loyal (feat. Lil Wayne & Tyga),,,Chris Brown,"hip hop, pop, R&B",2014
S1452,song,Love Runs Out,,,OneRepublic,pop,2014
S1453,song,Up (feat. Demi Lovato),,,Olly Murs,"pop, Dance/Electronic",2014
S1454,song,High (feat. Nicole Millar),,,Peking Duk,Dance/Electronic,2014
S1455,song,Stolen Dance,,,Milky Chance,set(),2014
S1456,song,Don't,,,Ed Sheeran,pop,2014
S1457,song,Love Me Harder,,,Ariana Grande,pop,2014
S1458,song,Bailando - Spanish Version,,,Enrique Iglesias,"pop, latin",2014
S1459,song,Hey Brother,,,Avicii,"pop, Dance/Electronic",2013
S1460,song,Bang Bang,,,Jessie J,"hip hop, pop",2014
S1461,song,I Got U,,,Duke Dumont,"pop, Dance/Electronic",2014
S1462,song,Ready For Your Love,,,Gorgon City,"pop, Dance/Electronic",2014
S1463,song,Style,,,Taylor Swift,pop,2014
S1464,song,Classic,,,MKTO,"hip hop, pop",2012
S1465,song,Latch,,,Disclosure,"pop, Dance/Electronic",2013
S1466,song,Problem,,,Ariana Grande,pop,2014
S1467,song,Boom Clap,,,Charli XCX,"pop, Dance/Electronic",2014
S1468,song,Steal My Girl,,,One Direction,pop,2014
S1469,song,Red Lights,,,Tiësto,"pop, Dance/Electronic",2013
S1470,song,The Heart Wants What It Wants,,,Selena Gomez,pop,2014
S1471,song,I Will Never Let You Down,,,Rita Ora,"hip hop, pop, Dance/Electronic",2014
S1472,song,She Looks So Perfect,,,5 Seconds of Summer,pop,2014
S1473,song,Superheroes,,,The Script,"pop, rock",2014
S1474,song,Shake It Off,,,Taylor Swift,pop,2014
S1475,song,Night Changes,,,One Direction,pop,2014
S1476,song,Sing,,,Ed Sheeran,pop,2014
S1477,song,Heroes (we could be),,,Alesso,"pop, Dance/Electronic",2014
S1478,song,Wasted,,,Tiësto,"pop, Dance/Electronic",2014
S1479,song,Ugly Heart,,,G.R.L.,pop,2014
S1480,song,A Sky Full of Stars,,,Coldplay,"rock, pop",2014
S1481,song,Rather Be (feat. Jess Glynne),,,Clean Bandit,"pop, Dance/Electronic",2014
S1482,song,Stay The Night - Featuring Hayley Williams Of Paramore,,,Zedd,"hip hop, pop, Dance/Electronic",2014
S1483,song,Elastic Heart,,,Sia,pop,2014
S1484,song,Story of My Life,,,One Direction,pop,2013
S1485,song,Little Do You Know,,,Alex & Sierra,pop,2014
S1486,song,Post to Be (feat. Chris Brown & Jhene Aiko),,,Omarion,"hip hop, pop, R&B",2014
S1487,song,Cool Kids,,,Echosmith,pop,2013
S1488,song,Somebody,,,Natalie La Rose,set(),2014
S1489,song,Riptide,,,Vance Joy,"rock, pop",2014
S1490,song,Drunk in Love (feat. Jay-Z),,,Beyoncé,"pop, R&B",2014
S1491,song,Sugar,,,Maroon 5,pop,2014
S1492,song,Ghost,,,Ella Henderson,"pop, Dance/Electronic",2014
S1493,song,"I See Fire - From ""The Hobbit - The Desolation Of Smaug""",,,Ed Sheeran,pop,2013
S1494,song,New Flame (feat. Usher & Rick Ross),,,Chris Brown,"hip hop, pop, R&B",2014
S1495,song,Geronimo,,,Sheppard,"pop, rock, Dance/Electronic",2014
S1496,song,Wrapped Up (feat. Travie McCoy),,,Olly Murs,"pop, Dance/Electronic",2014
S1497,song,Money On My Mind,,,Sam Smith,pop,2014
S1498,song,Trumpets,,,Jason Derulo,"hip hop, pop",2013
S1499,song,Bed Of Lies,,,Nicki Minaj,"hip hop, pop",2014
S1500,song,Jealous - Remix,,,Nick Jonas,pop,2014
S1501,song,Uptown Funk (feat. Bruno Mars),,,Mark Ronson,pop,2015
S1502,song,Thinking out Loud,,,Ed Sheeran,pop,2014
S1503,song,See You Again (feat. Charlie Puth),,,Wiz Khalifa,"hip hop, pop",2015
S1504,song,What Do You Mean?,,,Justin Bieber,pop,2015
S1505,song,Lean On (feat. MØ & DJ Snake),,,Major Lazer,"hip hop, pop, Dance/Electronic",2015
S1506,song,"Earned It (Fifty Shades Of Grey) - From The ""Fifty Shades Of Grey"" Soundtrack",,,The Weeknd,"pop, R&B",2014
S1507,song,"Love Me Like You Do - From ""Fifty Shades Of Grey""",,,Ellie Goulding,"pop, rock, Dance/Electronic",2015
S1508,song,Outside (feat. Ellie Goulding),,,Calvin Harris,"hip hop, pop, Dance/Electronic",2014
S1509,song,"Hey Mama (feat. Nicki Minaj, Bebe Rexha & Afrojack)",,,David Guetta,"hip hop, pop, Dance/Electronic",2014
S1510,song,Cool for the Summer,,,Demi Lovato,pop,2015
S1511,song,Blank Space,,,Taylor Swift,pop,2014
S1512,song,The Hills,,,The Weeknd,"pop, R&B",2015
S1513,song,Daddy Issues,,,The Neighbourhood,"rock, pop",2015
S1514,song,Five More Hours,,,Deorro,"pop, Dance/Electronic",2015
S1515,song,The Nights,,,Avicii,"pop, Dance/Electronic",2014
S1516,song,You Know You Like It,,,DJ Snake,"hip hop, pop, Dance/Electronic",2014
S1517,song,Ghost Town,,,Adam Lambert,pop,2015
S1518,song,No Type,,,Rae Sremmurd,"hip hop, pop",2015
S1519,song,Bad Blood,,,Taylor Swift,pop,2015
S1520,song,GDFR (feat. Sage the Gemini & Lookas),,,Flo Rida,"hip hop, pop",2015
S1521,song,Sugar (feat. Francesco Yates),,,Robin Schulz,"pop, Dance/Electronic",2015
S1522,song,How Deep Is Your Love,,,Calvin Harris,"hip hop, pop, Dance/Electronic",2015
S1523,song,Wish You Were Mine - Radio Edit,,,Philip George,"pop, Dance/Electronic",2014
S1524,song,Na Na,,,Trey Songz,"hip hop, pop, R&B",2015
S1525,song,Centuries,,,Fall Out Boy,rock,2015
S1526,song,Chill Bill (feat. J. Davi$ & Spooks),,,Rob $tone,hip hop,2016
S1527,song,Are You With Me - Radio Edit,,,Lost Frequencies,"pop, Dance/Electronic",2014
S1528,song,Stressed Out,,,Twenty One Pilots,rock,2015
S1529,song,Worth It (feat. Kid Ink),,,Fifth Harmony,pop,2015
S1530,song,Way down We Go,,,KALEO,"rock, classical",2015
S1531,song,Like I Can,,,Sam Smith,pop,2014
S1532,song,Light It Up (feat. Nyla & Fuse ODG) - Remix,,,Major Lazer,"hip hop, pop, Dance/Electronic",2015
S1533,song,Intoxicated - New Radio Mix,,,Martin Solveig,"pop, Dance/Electronic",2015
S1534,song,Waiting For Love,,,Avicii,"pop, Dance/Electronic",2015
S1535,song,Ain't Nobody (Loves Me Better) (feat. Jasmine Thompson),,,Felix Jaehn,"hip hop, pop, Dance/Electronic",2018
S1536,song,Wildest Dreams,,,Taylor Swift,pop,2014
S1537,song,In The Night,,,The Weeknd,"pop, R&B",2015
S1538,song,Time of Our Lives,,,Pitbull,"hip hop, pop, latin",2014
S1539,song,Runaway (U & I),,,Galantis,"pop, Dance/Electronic",2015
S1540,song,Bitch Better Have My Money,,,Rihanna,"hip hop, pop, R&B",2015
S1541,song,Lush Life,,,Zara Larsson,"pop, Dance/Electronic",2015
S1542,song,Drag Me Down,,,One Direction,pop,2015
S1543,song,Antidote,,,Travis Scott,"hip hop, Dance/Electronic",2015
S1544,song,King,,,Years & Years,"pop, Dance/Electronic",2015
S1545,song,Confident,,,Demi Lovato,pop,2015
S1546,song,Closer,,,Lemaitre,pop,2017
S1547,song,Same Old Love,,,Selena Gomez,pop,2015
S1548,song,Do It Again,,,Pia Mia,"pop, R&B",2015
S1549,song,My House,,,Flo Rida,"hip hop, pop",2015
S1550,song,Watch Me (Whip / Nae Nae),,,Silentó,hip hop,2015
S1551,song,Ayo,,,Chris Brown,"hip hop, pop, R&B",2015
S1552,song,Spirits,,,The Strumbellas,"rock, Folk/Acoustic, pop",2016
S1553,song,Trap Queen,,,Fetty Wap,"hip hop, pop",2015
S1554,song,Talking Body,,,Tove Lo,"pop, Dance/Electronic",2014
S1555,song,7/11,,,Beyoncé,"pop, R&B",2014
S1556,song,High By The Beach,,,Lana Del Rey,pop,2015
S1557,song,Never Forget You,,,Zara Larsson,"pop, Dance/Electronic",2017
S1558,song,oui,,,Jeremih,"hip hop, pop, R&B",2015
S1559,song,Hotline Bling,,,Drake,"hip hop, pop, R&B",2016
S1560,song,Kill Em With Kindness,,,Selena Gomez,pop,2015
S1561,song,Let It All Go,,,Birdy,pop,2015
S1562,song,679 (feat. Remy Boyz),,,Fetty Wap,"hip hop, pop",2015
S1563,song,Love Me Harder,,,Ariana Grande,pop,2014
S1564,song,Can't Feel My Face,,,The Weeknd,"pop, R&B",2015
S1565,song,You Don't Own Me (feat. G-Eazy),,,SAYGRACE,"pop, R&B",2015
S1566,song,Renegades,,,X Ambassadors,"hip hop, rock, pop",2015
S1567,song,Locked Away (feat. Adam Levine),,,R. City,pop,2015
S1568,song,Stole the Show,,,Kygo,"pop, Dance/Electronic",2016
S1569,song,The Less I Know The Better,,,Tame Impala,metal,2015
S1570,song,Good For You,,,Selena Gomez,pop,2015
S1571,song,My Way (feat. Monty),,,Fetty Wap,"hip hop, pop",2015
S1572,song,Take Me To Church,,,Hozier,"Folk/Acoustic, pop",2014
S1573,song,Style,,,Taylor Swift,pop,2014
S1574,song,Here,,,Alessia Cara,"pop, R&B",2015
S1575,song,"Writing's On The Wall - From ""Spectre"" Soundtrack",,,Sam Smith,pop,2015
S1576,song,Bang My Head (feat. Sia & Fetty Wap),,,David Guetta,"hip hop, pop, Dance/Electronic",2015
S1577,song,All Eyes on You (feat. Chris Brown & Nicki Minaj),,,Meek Mill,"hip hop, pop",2015
S1578,song,I Don't Fuck With You,,,Big Sean,"hip hop, pop",2015
S1579,song,Firestone,,,Kygo,"pop, Dance/Electronic",2016
S1580,song,Jumpman,,,Drake,"hip hop, pop, R&B",2015
S1581,song,Sunset Lover,,,Petit Biscuit,Dance/Electronic,2015
S1582,song,Stitches,,,Shawn Mendes,pop,2015
S1583,song,"I Don't Like It, I Love It (feat. Robin Thicke & Verdine White)",,,Flo Rida,"hip hop, pop",2015
S1584,song,The Heart Wants What It Wants,,,Selena Gomez,pop,2014
S1585,song,Where Are Ü Now (with Justin Bieber),,,Jack Ü,"pop, Dance/Electronic",2015
S1586,song,On My Mind,,,Ellie Goulding,"pop, rock, Dance/Electronic",2015
S1587,song,Don't,,,Bryson Tiller,"hip hop, pop, R&B",2015
S1588,song,"Flex (Ooh, Ooh, Ooh)",,,Rich Homie Quan,"hip hop, pop",2015
S1589,song,Please Don't Go,,,Joel Adams,R&B,2015
S1590,song,I Want You To Know,,,Zedd,"hip hop, pop, Dance/Electronic",2015
S1591,song,Fast Car,,,Jonas Blue,"pop, Dance/Electronic",2015
S1592,song,Electric Love,,,BØRNS,"rock, pop",2015
S1593,song,Easy Love,,,Sigala,"pop, Dance/Electronic",2018
S1594,song,Sorry,,,Justin Bieber,pop,2015
S1595,song,One Last Time,,,Ariana Grande,pop,2014
S1596,song,Black Magic,,,Little Mix,pop,2015
S1597,song,Perfect,,,One Direction,pop,2015
S1598,song,Shine,,,Years & Years,"pop, Dance/Electronic",2015
S1599,song,Lips Are Movin,,,Meghan Trainor,pop,2015
S1600,song,El Perdón - Forgiveness,,,Nicky Jam,latin,2017
